"ticker","company","creator","r1_upstream_hardware","r1_upstream_hardware_conf","r2_upstream_cloud","r2_upstream_cloud_conf","r3_downstream_integrator","r3_downstream_integrator_conf","r4_downstream_deployer","r4_downstream_deployer_conf","r5_downstream_enabler","r5_downstream_enabler_conf","r6_competitor","r6_competitor_conf","f2_is_owner","f2_is_owner_conf","f1_is_investor","f1_is_investor_conf","justification","coder","coded_at"
"AVGO","Broadcom","Amazon","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","MiniMax","1","M","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片（对中国发布方受出口管制，置信度降档）","A","2026-07-03"
"AVGO","Broadcom","Stability.ai","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","Midjourney","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","Runway","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","Black Forest Labs","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","Suno","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","Udio","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","Kyutai","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","Recraft","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","KlingAI","1","M","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片（对中国发布方受出口管制，置信度降档）","A","2026-07-03"
"AVGO","Broadcom","Vidu","1","M","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片（对中国发布方受出口管制，置信度降档）","A","2026-07-03"
"AVGO","Broadcom","ElevenLabs","1","H","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片","A","2026-07-03"
"AVGO","Broadcom","ByteDance Seed","1","M","0","","0","","0","","0","","0","","0","","0","","r1_upstream_hardware: 定制 AI 加速器（谷歌 TPU）与数据中心网络芯片（对中国发布方受出口管制，置信度降档）","A","2026-07-03"
"AXON","Axon Enterprise","OpenAI","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Google","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Anthropic","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","DeepSeek","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Alibaba","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","xAI","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Meta","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Mistral","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Microsoft","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Kimi","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Z AI","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Amazon","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","MiniMax","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Stability.ai","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Midjourney","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Runway","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Black Forest Labs","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Suno","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Udio","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Kyutai","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Recraft","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","KlingAI","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","Vidu","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","ElevenLabs","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"AXON","Axon Enterprise","ByteDance Seed","0","","0","","1","M","0","","0","","0","","0","","0","","r3_downstream_integrator: Draft One 等 GenAI 产品成为新核心产品线","A","2026-07-03"
"BKNG","Booking Holdings","OpenAI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Google","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Anthropic","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","DeepSeek","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Alibaba","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","xAI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Meta","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Mistral","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Microsoft","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Kimi","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Z AI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Amazon","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","MiniMax","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Stability.ai","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Midjourney","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Runway","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Black Forest Labs","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Suno","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Udio","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Kyutai","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Recraft","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","KlingAI","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","Vidu","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","ElevenLabs","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKNG","Booking Holdings","ByteDance Seed","0","","0","","0","","1","M","0","","0","","0","","0","","r4_downstream_deployer: AI 行程规划/客服，核心是旅行平台","A","2026-07-03"
"BKR","Baker Hughes","OpenAI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Google","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Anthropic","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","DeepSeek","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Alibaba","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","xAI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Meta","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Mistral","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Microsoft","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Kimi","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Z AI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Amazon","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","MiniMax","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Stability.ai","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Midjourney","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Runway","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Black Forest Labs","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Suno","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Udio","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Kyutai","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Recraft","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","KlingAI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","Vidu","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","ElevenLabs","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"BKR","Baker Hughes","ByteDance Seed","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","OpenAI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Google","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Anthropic","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","DeepSeek","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Alibaba","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","xAI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Meta","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Mistral","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Microsoft","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Kimi","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Z AI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Amazon","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","MiniMax","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Stability.ai","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Midjourney","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Runway","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Black Forest Labs","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Suno","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Udio","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Kyutai","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Recraft","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","KlingAI","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","Vidu","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","ElevenLabs","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CCEP","Coca-Cola Europacific Partners","ByteDance Seed","0","","0","","0","","0","","0","","0","","0","","0","","无可归类结构关系","A","2026-07-03"
"CDNS","Cadence Design Systems","OpenAI","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Google","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Anthropic","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","DeepSeek","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Alibaba","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","xAI","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Meta","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Mistral","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Microsoft","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Kimi","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Z AI","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Amazon","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","MiniMax","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Stability.ai","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Midjourney","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Runway","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Black Forest Labs","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Suno","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Udio","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Kyutai","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Recraft","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","KlingAI","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","Vidu","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","ElevenLabs","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CDNS","Cadence Design Systems","ByteDance Seed","0","","0","","1","H","0","","0","","0","","0","","0","","r3_downstream_integrator: Cerebrus AI EDA（codebook 原表）","A","2026-07-03"
"CEG","Constellation Energy","OpenAI","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Google","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Anthropic","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","DeepSeek","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Alibaba","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","xAI","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Meta","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Mistral","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Microsoft","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Kimi","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Z AI","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Amazon","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","MiniMax","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Stability.ai","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Midjourney","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Runway","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Black Forest Labs","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Suno","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Udio","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Kyutai","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
"CEG","Constellation Energy","Recraft","0","","0","","0","","0","","0","","0","","0","","0","","电力公司：AI 数据中心电力需求受益方，codebook 无对应维度，编 0 待仲裁；与微软签核电 PPA 供 AI 数据中心，暴露最直接","A","2026-07-03"
