"selection","draw","method","term","coef","se","p","stars","observations","events","unique_event_dates","first_event_date","last_event_date"
"random_maximum_set",70,"event_x_firm_HC1","rel_competitor",0.03647356188224,0.0140233035524693,0.0146842278969143,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"event_CR2","rel_upstream_hardware",0.0369468779662659,0.0249639881665043,0.150485992049669,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"firm_CR2","rel_upstream_hardware",0.0369468779662658,0.00988301711750947,0.0147089880952583,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"event_x_firm_HC1","rel_upstream_hardware",0.0369468779662655,0.0202269084624221,0.0784367781045339,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"event_CR2","rel_downstream_deployer",0.00332582819797609,0.0223975071740694,0.883059408647155,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"firm_CR2","rel_downstream_deployer",0.003325828197976,0.0101229630348268,0.757701451891462,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"event_x_firm_HC1","rel_downstream_deployer",0.00332582819797574,0.0159669737247684,0.836507020738875,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"event_CR2","rel_competitor",0.0369872120885731,0.0201884272375882,0.0785586215559746,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"firm_CR2","rel_competitor",0.0369872120885729,0.015360806015156,0.0628490881690607,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",71,"event_x_firm_HC1","rel_competitor",0.0369872120885723,0.018565895957502,0.0561798551113152,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"event_CR2","rel_upstream_hardware",0.0570082172301578,0.0196920820348517,0.00743167671961335,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"firm_CR2","rel_upstream_hardware",0.0570082172301578,0.0215248724250197,0.0473539835673766,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"event_x_firm_HC1","rel_upstream_hardware",0.0570082172301575,0.0207506646586263,0.0103895407334117,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"event_CR2","rel_downstream_deployer",0.0166190400544944,0.0193602512162005,0.398228845727379,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"firm_CR2","rel_downstream_deployer",0.0166190400544944,0.019320137832547,0.434138383766743,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"event_x_firm_HC1","rel_downstream_deployer",0.0166190400544943,0.0197200185682902,0.406510014021277,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"event_CR2","rel_competitor",0.0541491957909575,0.016860292288777,0.00352895328573812,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"firm_CR2","rel_competitor",0.0541491957909572,0.0135572484349165,0.0110113646187641,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",72,"event_x_firm_HC1","rel_competitor",0.0541491957909569,0.0149399678113751,0.00113885026999405,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"event_CR2","rel_upstream_hardware",0.0540271272571829,0.0228311713100773,0.0254153752200902,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"firm_CR2","rel_upstream_hardware",0.0540271272571829,0.0129932053042594,0.00974920723311348,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"event_x_firm_HC1","rel_upstream_hardware",0.0540271272571825,0.0183427966194258,0.00642666443511631,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"event_CR2","rel_downstream_deployer",0.01248011472637,0.0218738111823432,0.573023744012444,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"firm_CR2","rel_downstream_deployer",0.0124801147263701,0.0150754078337899,0.450641503394911,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"event_x_firm_HC1","rel_downstream_deployer",0.0124801147263699,0.0185474598501811,0.506542922135267,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"event_CR2","rel_competitor",0.0347735915133367,0.017494102502961,0.0576345475911209,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"firm_CR2","rel_competitor",0.0347735915133366,0.0165923196861017,0.0932210108116093,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",73,"event_x_firm_HC1","rel_competitor",0.0347735915133353,0.0151773135827574,0.0296858786933803,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",74,"event_CR2","rel_upstream_hardware",0.0504470099910189,0.0215388568636707,0.0268229465921862,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"firm_CR2","rel_upstream_hardware",0.0504470099910188,0.0172882980452108,0.0350265900548155,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"event_x_firm_HC1","rel_upstream_hardware",0.0504470099910182,0.0216193732526326,0.0270334413535198,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"event_CR2","rel_downstream_deployer",0.0127839584854134,0.0192720398597762,0.512736498579128,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"firm_CR2","rel_downstream_deployer",0.0127839584854134,0.0146346100727324,0.427482448906029,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"event_x_firm_HC1","rel_downstream_deployer",0.0127839584854132,0.0156417165454835,0.420657921222918,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"event_CR2","rel_competitor",0.0506475293043225,0.0172207088914322,0.00681493005318026,"***",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"firm_CR2","rel_competitor",0.0506475293043224,0.0156153690098892,0.0252879959264959,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",74,"event_x_firm_HC1","rel_competitor",0.0506475293043212,0.0164833737907668,0.00468967864428802,"***",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",75,"event_CR2","rel_upstream_hardware",0.0458071181050609,0.0222673247997926,0.0494835456243229,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"firm_CR2","rel_upstream_hardware",0.0458071181050609,0.0160803897827807,0.0378864264046904,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"event_x_firm_HC1","rel_upstream_hardware",0.0458071181050602,0.0198700524115793,0.0287707582366616,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"event_CR2","rel_downstream_deployer",0.00767149931201788,0.0209600732360007,0.717215975211371,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"firm_CR2","rel_downstream_deployer",0.00767149931201787,0.0189546797600627,0.704748882274787,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"event_x_firm_HC1","rel_downstream_deployer",0.0076714993120176,0.0197936894161095,0.701262707939298,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"event_CR2","rel_competitor",0.0307593223934729,0.0167500066815709,0.0779523541971286,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"firm_CR2","rel_competitor",0.0307593223934725,0.0132889584275433,0.0716252891465753,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",75,"event_x_firm_HC1","rel_competitor",0.0307593223934709,0.0138631423889572,0.0347804191713594,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"event_CR2","rel_upstream_hardware",0.0277795754774876,0.0248176100450142,0.272895981411289,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"firm_CR2","rel_upstream_hardware",0.0277795754774876,0.00707552753857275,0.0122509814309015,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"event_x_firm_HC1","rel_upstream_hardware",0.0277795754774871,0.018933753577905,0.153465432493797,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"event_CR2","rel_downstream_deployer",-0.00227278458971356,0.0221620483564255,0.919076172862532,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"firm_CR2","rel_downstream_deployer",-0.00227278458971353,0.0147826477206232,0.884663051607581,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"event_x_firm_HC1","rel_downstream_deployer",-0.00227278458971403,0.0171620172845184,0.895590442741607,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"event_CR2","rel_competitor",0.0177328665861664,0.0177179590842388,0.326249527964555,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"firm_CR2","rel_competitor",0.0177328665861665,0.0148751364175704,0.289515607552252,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",76,"event_x_firm_HC1","rel_competitor",0.0177328665861655,0.01548405530653,0.261807046668102,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"event_CR2","rel_upstream_hardware",0.0505330418195297,0.0207928820557103,0.0220301682172681,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"firm_CR2","rel_upstream_hardware",0.0505330418195296,0.0166036398734875,0.0308848062780897,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"event_x_firm_HC1","rel_upstream_hardware",0.050533041819529,0.0189205840234164,0.012461145842983,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"event_CR2","rel_downstream_deployer",0.0092497851784665,0.0200630344178751,0.648467091980303,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"firm_CR2","rel_downstream_deployer",0.00924978517846644,0.0159353793877926,0.590476106338943,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"event_x_firm_HC1","rel_downstream_deployer",0.00924978517846615,0.0179727406244866,0.610832068800635,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"event_CR2","rel_competitor",0.0462131660634324,0.0173367874792417,0.0131264108427292,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"firm_CR2","rel_competitor",0.0462131660634328,0.0135714468027296,0.0196279713805396,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",77,"event_x_firm_HC1","rel_competitor",0.0462131660634315,0.0148692156646288,0.00429312248305992,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"event_CR2","rel_upstream_hardware",0.0369113470084805,0.022106670789252,0.106584200067868,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"firm_CR2","rel_upstream_hardware",0.0369113470084805,0.01563052029395,0.0673257721190145,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"event_x_firm_HC1","rel_upstream_hardware",0.0369113470084802,0.0197740151661532,0.0724540225930288,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"event_CR2","rel_downstream_deployer",0.00529435389123215,0.0199492290275059,0.792725704560958,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"firm_CR2","rel_downstream_deployer",0.00529435389123213,0.0174551704817562,0.775688258698615,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"event_x_firm_HC1","rel_downstream_deployer",0.00529435389123162,0.0200313388129992,0.793481789972391,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"event_CR2","rel_competitor",0.0327264612267223,0.0155518596019019,0.0454667426048946,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"firm_CR2","rel_competitor",0.0327264612267224,0.0127228067941585,0.0501392763341326,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",78,"event_x_firm_HC1","rel_competitor",0.0327264612267217,0.0119906846366564,0.0108450153196058,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"event_CR2","rel_upstream_hardware",0.0410065306575712,0.021134539537275,0.0628867701552489,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"firm_CR2","rel_upstream_hardware",0.0410065306575711,0.013233389932618,0.0285525043950653,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"event_x_firm_HC1","rel_upstream_hardware",0.0410065306575706,0.0191275409955101,0.0408720853376871,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"event_CR2","rel_downstream_deployer",0.0101093395452379,0.019799801121707,0.613798753459788,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"firm_CR2","rel_downstream_deployer",0.0101093395452378,0.0129643328843006,0.475679570688004,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"event_x_firm_HC1","rel_downstream_deployer",0.0101093395452375,0.0188907832744714,0.596773419406988,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"event_CR2","rel_competitor",0.039648466078368,0.0164518981128708,0.0234771618413193,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"firm_CR2","rel_competitor",0.039648466078368,0.0107508233568732,0.0153155870676895,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",79,"event_x_firm_HC1","rel_competitor",0.0396484660783673,0.0139268130865347,0.00817364071390559,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"event_CR2","rel_upstream_hardware",0.0406510391222918,0.0262043568603651,0.132502543139861,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"firm_CR2","rel_upstream_hardware",0.0406510391222917,0.0120433174919245,0.0212070713196865,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"event_x_firm_HC1","rel_upstream_hardware",0.0406510391222908,0.0234182142808938,0.0935804232286677,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"event_CR2","rel_downstream_deployer",0.00705549583384861,0.0228853639987903,0.76022372730621,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"firm_CR2","rel_downstream_deployer",0.00705549583384855,0.0120245403166602,0.586571077419445,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"event_x_firm_HC1","rel_downstream_deployer",0.00705549583384846,0.018228435179122,0.70163822227803,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"event_CR2","rel_competitor",0.0396110044542767,0.0207548857645377,0.0676089902515301,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"firm_CR2","rel_competitor",0.0396110044542766,0.0175371559633082,0.0742352340497176,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",80,"event_x_firm_HC1","rel_competitor",0.039611004454275,0.0198594132114705,0.0559076210587483,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",81,"event_CR2","rel_upstream_hardware",0.037233376052982,0.0266510634124664,0.173807437399229,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"firm_CR2","rel_upstream_hardware",0.037233376052982,0.0123880404886544,0.0321805866468975,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"event_x_firm_HC1","rel_upstream_hardware",0.0372333760529816,0.0238315680967855,0.129437278789517,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"event_CR2","rel_downstream_deployer",0.00845068778800818,0.0237182639208521,0.724392667730106,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"firm_CR2","rel_downstream_deployer",0.00845068778800824,0.0112865961278156,0.49261720046799,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"event_x_firm_HC1","rel_downstream_deployer",0.00845068778800796,0.0187342425833039,0.655404320236847,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"event_CR2","rel_competitor",0.0297114975253792,0.0216927359190925,0.182636552532478,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"firm_CR2","rel_competitor",0.0297114975253792,0.0194857096026763,0.188908726363298,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",81,"event_x_firm_HC1","rel_competitor",0.0297114975253783,0.0220529779967345,0.188693187667061,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",82,"event_CR2","rel_upstream_hardware",0.0485046335453998,0.0236736606713703,0.0503399901247373,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"firm_CR2","rel_upstream_hardware",0.0485046335453998,0.0120792055710308,0.0112157704802916,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"event_x_firm_HC1","rel_upstream_hardware",0.0485046335453994,0.020297533686528,0.0238367438851777,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"event_CR2","rel_downstream_deployer",0.0128208261942751,0.0226006284972318,0.575218493435356,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"firm_CR2","rel_downstream_deployer",0.0128208261942751,0.0115687041532894,0.325082634243715,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"event_x_firm_HC1","rel_downstream_deployer",0.0128208261942748,0.0191832472438221,0.509392564839479,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"event_CR2","rel_competitor",0.0459225473301217,0.0196224955111659,0.0273736147556664,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"firm_CR2","rel_competitor",0.0459225473301216,0.0126623617615216,0.0154812514408992,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",82,"event_x_firm_HC1","rel_competitor",0.0459225473301209,0.0153170711309905,0.00564346528745143,"***",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",83,"event_CR2","rel_upstream_hardware",0.0409724819179088,0.0223295060228949,0.0775850529447246,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"firm_CR2","rel_upstream_hardware",0.0409724819179087,0.0156306624507705,0.0492126110322942,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"event_x_firm_HC1","rel_upstream_hardware",0.0409724819179081,0.0206249388228674,0.0568382766636652,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"event_CR2","rel_downstream_deployer",0.00958739444791006,0.0205356945228798,0.644343743610996,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"firm_CR2","rel_downstream_deployer",0.00958739444791002,0.0151020565112577,0.557485123096312,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"event_x_firm_HC1","rel_downstream_deployer",0.00958739444790985,0.0178589619586505,0.595618978934961,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"event_CR2","rel_competitor",0.0332162153409269,0.0179385159141305,0.0757259374682363,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"firm_CR2","rel_competitor",0.0332162153409263,0.0149918188220178,0.0783876026468774,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",83,"event_x_firm_HC1","rel_competitor",0.0332162153409253,0.0161743138469579,0.0494562964433113,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",84,"event_CR2","rel_upstream_hardware",0.0449791641507634,0.0227655085300966,0.058514225304924,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"firm_CR2","rel_upstream_hardware",0.0449791641507634,0.0145393075962721,0.0292645499587658,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"event_x_firm_HC1","rel_upstream_hardware",0.0449791641507629,0.0187610915058442,0.0234224831477476,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"event_CR2","rel_downstream_deployer",0.00883800901300821,0.0221625827967488,0.693194111294786,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"firm_CR2","rel_downstream_deployer",0.00883800901300819,0.0131604121383,0.536207840603155,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"event_x_firm_HC1","rel_downstream_deployer",0.00883800901300792,0.0169907126234255,0.607035893965588,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"event_CR2","rel_competitor",0.0400419272562405,0.0201439739210781,0.0576687222055849,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"firm_CR2","rel_competitor",0.0400419272562405,0.0166034606635856,0.059456138153698,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",84,"event_x_firm_HC1","rel_competitor",0.0400419272562397,0.0189622379942327,0.0437687634706664,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",85,"event_CR2","rel_upstream_hardware",0.0397471080692151,0.0242504136666274,0.112857704261421,"",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"firm_CR2","rel_upstream_hardware",0.0397471080692151,0.0129372117976016,0.0297262065713736,"**",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"event_x_firm_HC1","rel_upstream_hardware",0.0397471080692148,0.0204989644191351,0.0626420687565109,"*",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"event_CR2","rel_downstream_deployer",0.00625962344990413,0.022125795150973,0.779406611198214,"",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"firm_CR2","rel_downstream_deployer",0.0062596234499041,0.0120719338352124,0.629230428543275,"",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"event_x_firm_HC1","rel_downstream_deployer",0.00625962344990381,0.0172675817773939,0.719695004945396,"",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"event_CR2","rel_competitor",0.0393901181718725,0.019235833355939,0.0509907404357271,"*",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"firm_CR2","rel_competitor",0.0393901181718724,0.0149348519021521,0.0461801357903376,"**",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",85,"event_x_firm_HC1","rel_competitor",0.0393901181718721,0.0178580590236344,0.0357787937249477,"**",1240,29,29,"2022-04-06","2026-02-26"
"random_maximum_set",86,"event_CR2","rel_upstream_hardware",0.0441312832637864,0.0215185276574181,0.0501197960886473,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"firm_CR2","rel_upstream_hardware",0.0441312832637863,0.0179698751854112,0.0595735890337983,"*",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"event_x_firm_HC1","rel_upstream_hardware",0.0441312832637857,0.0207491471093729,0.0423758637289858,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"event_CR2","rel_downstream_deployer",0.0107245306666222,0.0200259607749891,0.596668368222533,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"firm_CR2","rel_downstream_deployer",0.0107245306666223,0.0161515619047604,0.540162373214734,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"event_x_firm_HC1","rel_downstream_deployer",0.0107245306666219,0.0184669205491814,0.566059207875277,"",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"event_CR2","rel_competitor",0.0400183813235771,0.0162213499542506,0.0206626388793246,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"firm_CR2","rel_competitor",0.040018381323577,0.0120559433432624,0.0220716526373961,"**",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",86,"event_x_firm_HC1","rel_competitor",0.0400183813235757,0.0137224612989142,0.00690284883024613,"***",1240,29,29,"2022-04-06","2026-03-16"
"random_maximum_set",87,"event_CR2","rel_upstream_hardware",0.0355240986419049,0.0238111323181628,0.147354267593914,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"firm_CR2","rel_upstream_hardware",0.0355240986419049,0.00907169040888246,0.012472577714918,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"event_x_firm_HC1","rel_upstream_hardware",0.0355240986419042,0.0207314323290658,0.0976661168356742,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"event_CR2","rel_downstream_deployer",0.00186137156466367,0.021081803443307,0.93029589712882,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"firm_CR2","rel_downstream_deployer",0.00186137156466371,0.0106113184209795,0.86857757849343,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"event_x_firm_HC1","rel_downstream_deployer",0.00186137156466347,0.0155468377029497,0.90555458640463,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"event_CR2","rel_competitor",0.0269526813753383,0.0178308595447425,0.142834336118141,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"firm_CR2","rel_competitor",0.0269526813753386,0.0142377789070125,0.120043869246249,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",87,"event_x_firm_HC1","rel_competitor",0.026952681375337,0.0162262066837033,0.107860199549009,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"event_CR2","rel_upstream_hardware",0.0326650266302243,0.0243267601515892,0.190580272819206,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"firm_CR2","rel_upstream_hardware",0.0326650266302243,0.0137757269890728,0.0663373795065697,"*",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"event_x_firm_HC1","rel_upstream_hardware",0.0326650266302239,0.0234219688325098,0.174093979925158,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"event_CR2","rel_downstream_deployer",0.00753602411319234,0.0203208670456428,0.713644551407636,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"firm_CR2","rel_downstream_deployer",0.00753602411319232,0.0127326098237334,0.58342431153722,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"event_x_firm_HC1","rel_downstream_deployer",0.00753602411319183,0.0157980815832114,0.637049026177705,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"event_CR2","rel_competitor",0.0401384697835175,0.0193368487548416,0.0481774952827486,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"firm_CR2","rel_competitor",0.0401384697835173,0.0146747714452195,0.0412226916544823,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",88,"event_x_firm_HC1","rel_competitor",0.0401384697835163,0.0178914447039987,0.0329621189772844,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"event_CR2","rel_upstream_hardware",0.0472527479600306,0.0202461711126611,0.0273085473117813,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"firm_CR2","rel_upstream_hardware",0.0472527479600306,0.0179445466954691,0.048346156142719,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"event_x_firm_HC1","rel_upstream_hardware",0.0472527479600301,0.0199933388577063,0.0252829440609787,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"event_CR2","rel_downstream_deployer",0.0102907013306318,0.0201336340014741,0.613423086657508,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"firm_CR2","rel_downstream_deployer",0.0102907013306318,0.0177990156125007,0.592137331946793,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"event_x_firm_HC1","rel_downstream_deployer",0.0102907013306315,0.0194909338846666,0.601677178884409,"",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"event_CR2","rel_competitor",0.0398416042225261,0.0157332296088751,0.0179184877160358,"**",1240,29,29,"2022-04-06","2026-03-26"
"random_maximum_set",89,"firm_CR2","rel_competitor",0.0398416042225261,0.0136152592769345,0.0316858450458,"**",1240,29,29,"2022-04-06","2026-03-26"
