"relation","year","sample","outcome","coef","se","p","n","n_events","year_events","treated","treated_tickers","q_relation"
"rel_competitor","2022","main","car_mm_qqq_0_20",-0.0502550976174467,0.0415986232934584,0.229328276056794,12112,124,3,14,7,0.275193931268153
"rel_competitor","2023","main","car_mm_qqq_0_20",0.0304718893546457,0.0146011147150342,0.0389571239356585,12112,124,8,49,7,0.179103334539915
"rel_competitor","2024","main","car_mm_qqq_0_20",0.0122060415399298,0.00640129008897468,0.0588777281402221,12112,124,45,270,7,0.179103334539915
"rel_competitor","2025","main","car_mm_qqq_0_20",0.0134197790683395,0.00661526368214088,0.0446573995156043,12112,124,59,358,7,0.179103334539915
"rel_competitor","2026","main","car_mm_qqq_0_20",-0.01976060693149,0.015387557596554,0.201487742911316,12112,124,9,55,7,0.26526281457067
"platform_bigtech","2022","main","car_mm_qqq_0_20",-0.0543303752826099,0.0389150911015072,0.165191211883961,12112,124,3,15,8,0.355239540719667
"platform_bigtech","2023","main","car_mm_qqq_0_20",0.0281799546889177,0.0133894223550985,0.0373577656161033,12112,124,8,56,8,0.22414659369662
"platform_bigtech","2024","main","car_mm_qqq_0_20",0.0115522013269197,0.00610672679721812,0.0608799699646329,12112,124,45,299,8,0.277612663038726
"platform_bigtech","2025","main","car_mm_qqq_0_20",0.00394420575599521,0.00636063021496437,0.536341272990511,12112,124,59,448,10,0.736661507480944
"platform_bigtech","2026","main","car_mm_qqq_0_20",-0.00586233848018926,0.0150158785638577,0.696909231553335,12112,124,9,78,10,0.863561439098697
"rel_upstream_hardware","2022","main","car_mm_soxx_0_20",0.0325335115764853,0.00289878455624612,1.47231816397609e-20,12112,124,3,45,20,2.79740451155458e-19
"rel_upstream_hardware","2023","main","car_mm_soxx_0_20",0.01907193871183,0.00788354616757121,0.0170182576914045,12112,124,8,160,20,0.0461924137338121
"rel_upstream_hardware","2024","main","car_mm_soxx_0_20",-0.00368018332817624,0.00593599164913847,0.536419257120024,12112,124,45,956,22,0.576903729355497
"rel_upstream_hardware","2025","main","car_mm_soxx_0_20",0.01397889342056,0.00545318499170004,0.0115684957282898,12112,124,59,1320,23,0.033815602898078
"rel_upstream_hardware","2026","main","car_mm_soxx_0_20",0.0487435232235432,0.0160075615006755,0.00284654277247472,12112,124,9,207,23,0.00927159645891766
"upstream_any","2022","main","car_mm_soxx_0_20",0.01330886981611,0.00440861095886871,0.00308568285149372,12112,124,3,53,24,0.0102815150967932
"upstream_any","2023","main","car_mm_soxx_0_20",0.0269415876939549,0.00762502309895907,0.000578868398061924,12112,124,8,192,24,0.0027753385745753
"upstream_any","2024","main","car_mm_soxx_0_20",-0.000527352792959069,0.00603494776951135,0.930509058227695,12112,124,45,1136,26,0.947125291410332
"upstream_any","2025","main","car_mm_soxx_0_20",0.0132006679112248,0.0056651911067947,0.0214280761546243,12112,124,59,1608,29,0.0502401831243978
"upstream_any","2026","main","car_mm_soxx_0_20",0.0394869385015875,0.0169682694200427,0.0215944646762763,12112,124,9,261,29,0.0502401831243978
"strategic_any","2022","main","car_mm_soxx_0_20",0.0113200395351844,0.0101339455499798,0.266153752874686,12112,124,3,59,27,0.370018632045295
"strategic_any","2023","main","car_mm_soxx_0_20",0.0263510367972989,0.00770208092771599,0.000846578678101941,12112,124,8,214,27,0.00311322481624585
"strategic_any","2024","main","car_mm_soxx_0_20",0.000325404538827094,0.00581291316956487,0.955448892022691,12112,124,45,1249,29,0.958264459108143
"strategic_any","2025","main","car_mm_soxx_0_20",0.0139738638295358,0.00527243702063853,0.00909754354181859,12112,124,59,1753,32,0.0272926306254558
"strategic_any","2026","main","car_mm_soxx_0_20",0.0365621975673012,0.0168260158696044,0.031700385619001,12112,124,9,282,32,0.0693105706200633
"downstream_any","2022","main","car_mm_soxx_0_20",-0.0461051469541157,0.0103576916705779,1.88949667891102e-05,12112,124,3,86,39,0.000107344089115901
"downstream_any","2023","main","car_mm_soxx_0_20",-0.0234245478418103,0.00604212625630107,0.000171199840049412,12112,124,8,317,40,0.000806978442767076
"downstream_any","2024","main","car_mm_soxx_0_20",0.00991850218348933,0.00594636020257166,0.0978605207099113,12112,124,45,1798,40,0.144884407284804
"downstream_any","2025","main","car_mm_soxx_0_20",-0.0120570069354255,0.00470356585783167,0.0115704133691634,12112,124,59,2359,40,0.0239823113469933
"downstream_any","2026","main","car_mm_soxx_0_20",-0.0323729793970858,0.0212629374556924,0.130448823062222,12112,124,9,360,40,0.177873866378076
"rel_downstream_deployer","2022","main","car_mm_soxx_0_20",-0.00375761074977058,0.00682223215987991,0.582777315096431,12112,124,3,48,23,0.638813595394164
"rel_downstream_deployer","2023","main","car_mm_soxx_0_20",-0.0183083351573779,0.00779712440216913,0.0204658098479123,12112,124,8,189,24,0.0424200422302182
"rel_downstream_deployer","2024","main","car_mm_soxx_0_20",0.0013653287883566,0.00254397126849805,0.592449870056458,12112,124,45,1080,24,0.643231287489869
"rel_downstream_deployer","2025","main","car_mm_soxx_0_20",-0.00181485864502672,0.00306746671313312,0.555172600272873,12112,124,59,1416,24,0.620487023834388
"rel_downstream_deployer","2026","main","car_mm_soxx_0_20",-0.0254714063168119,0.00313702223590734,4.12459974536413e-13,12112,124,9,216,24,1.17551092742878e-11
"rel_downstream_integrator","2022","main","car_mm_soxx_0_20",-0.071717343247261,0.00918161680565565,2.13947861083847e-12,12112,124,3,38,16,2.08393369976881e-11
"rel_downstream_integrator","2023","main","car_mm_soxx_0_20",-0.0168067811043794,0.013896097084713,0.228805498495278,12112,124,8,128,16,0.367466479102097
"rel_downstream_integrator","2024","main","car_mm_soxx_0_20",0.0151432707709617,0.00852806652401731,0.0782556195556804,12112,124,45,718,16,0.240090457982677
"rel_downstream_integrator","2025","main","car_mm_soxx_0_20",-0.019418535111486,0.00603907178331045,0.00166388614751975,12112,124,59,943,16,0.0105379456009584
"rel_downstream_integrator","2026","main","car_mm_soxx_0_20",-0.0233728181641809,0.0369588473777792,0.528298598875373,12112,124,9,144,16,0.661824618371346
"rel_competitor","2022","main","car_mm_soxx_0_20",-0.0523115834074852,0.0397656961960308,0.190790383742283,12112,124,3,14,7,0.26526281457067
"rel_competitor","2023","main","car_mm_soxx_0_20",0.0318744228702911,0.0146987804324347,0.032044727735906,12112,124,8,49,7,0.179103334539915
"rel_competitor","2024","main","car_mm_soxx_0_20",0.00978677195718558,0.00640935166205725,0.129340395636885,12112,124,45,270,7,0.214561771443471
"rel_competitor","2025","main","car_mm_soxx_0_20",0.0132935253585214,0.0071267694442724,0.0645228378117027,12112,124,59,358,7,0.179103334539915
"rel_competitor","2026","main","car_mm_soxx_0_20",-0.0255419860495189,0.0200538632987616,0.205182302052112,12112,124,9,55,7,0.265804345840236
"platform_bigtech","2022","main","car_mm_soxx_0_20",-0.0608034201088341,0.0379413847905134,0.111596411817279,12112,124,3,15,8,0.292883624322902
"platform_bigtech","2023","main","car_mm_soxx_0_20",0.030074443520964,0.0140677110084941,0.0345086243760331,12112,124,8,56,8,0.218554621048209
"platform_bigtech","2024","main","car_mm_soxx_0_20",0.00933112837365258,0.00595235090160691,0.119534864310452,12112,124,45,299,8,0.292883624322902
"platform_bigtech","2025","main","car_mm_soxx_0_20",0.00196781696027325,0.00663294121008298,0.767216276469812,12112,124,59,448,10,0.890371078370898
"platform_bigtech","2026","main","car_mm_soxx_0_20",-0.0121955842968118,0.0168117155133781,0.469571252048467,12112,124,9,78,10,0.677609148525635
"rel_upstream_hardware","2022","high_date","car_mm_spy_0_10",0.0159283651612403,0.00061592940350168,7.59033895497043e-47,10209,104,1,20,20,1.73059728173326e-45
"rel_upstream_hardware","2023","high_date","car_mm_spy_0_10",0.00733455617807038,0.0106973455581787,0.494478825273999,10209,104,7,140,20,0.547287243507145
"rel_upstream_hardware","2024","high_date","car_mm_spy_0_10",-0.00509804336412328,0.00817105208191494,0.534062675369089,10209,104,42,891,22,0.576903729355497
"rel_upstream_hardware","2025","high_date","car_mm_spy_0_10",0.0131538103126314,0.00564388220987555,0.0217217448786844,10209,104,48,1071,23,0.0550284203593338
"rel_upstream_hardware","2026","high_date","car_mm_spy_0_10",0.0461118043572857,0.0193842610995304,0.0192101687245356,10209,104,6,138,23,0.0497718007862967
"upstream_any","2022","high_date","car_mm_spy_0_10",0.0124618436678694,0.000709128792857177,9.09781820014629e-33,10209,104,1,24,24,2.07430254963335e-31
"upstream_any","2023","high_date","car_mm_spy_0_10",0.0130805944896587,0.010636726820232,0.221589534700268,10209,104,7,168,24,0.311866752541118
"upstream_any","2024","high_date","car_mm_spy_0_10",-0.00221486236955538,0.00748594133611046,0.767925352671587,10209,104,42,1059,26,0.788680091932982
"upstream_any","2025","high_date","car_mm_spy_0_10",0.0135935162290929,0.0056753867263491,0.0184189379015805,10209,104,48,1300,29,0.0456469330604386
"upstream_any","2026","high_date","car_mm_spy_0_10",0.0364115545011192,0.0163999913669441,0.0285951933636986,10209,104,6,174,29,0.0651970408692327
"strategic_any","2022","high_date","car_mm_spy_0_10",0.0180835157233194,0.000925474565203542,1.99448307087768e-36,10209,104,1,27,27,5.6842767520014e-35
"strategic_any","2023","high_date","car_mm_spy_0_10",0.0130193320734769,0.0105613417946256,0.220481055392748,10209,104,7,187,27,0.330721583089122
"strategic_any","2024","high_date","car_mm_spy_0_10",-0.000791661730002692,0.00693364296836878,0.909319846051117,10209,104,42,1164,29,0.933896058106553
"strategic_any","2025","high_date","car_mm_spy_0_10",0.0134497636079519,0.005193214609583,0.0109909338088152,10209,104,48,1417,32,0.0301041291052215
"strategic_any","2026","high_date","car_mm_spy_0_10",0.0345688807970374,0.015922621808955,0.0322233354637136,10209,104,6,188,32,0.0693105706200633
"downstream_any","2022","high_date","car_mm_spy_0_10",-0.0152096605681944,0.00141448303799155,1.57029589876537e-18,10209,104,1,39,39,3.58027464918504e-17
"downstream_any","2023","high_date","car_mm_spy_0_10",-0.0168231059910446,0.00540831025991369,0.00241549696040033,10209,104,7,277,40,0.00550733306971276
"downstream_any","2024","high_date","car_mm_spy_0_10",0.00627989344714116,0.00463034152827324,0.177985777066474,10209,104,42,1678,40,0.21817611382342
"downstream_any","2025","high_date","car_mm_spy_0_10",-0.00957602812277043,0.00382144949037398,0.0137808029645314,10209,104,48,1919,40,0.0280537774635103
"downstream_any","2026","high_date","car_mm_spy_0_10",-0.0395615337662726,0.0234106772487465,0.0940730768669343,10209,104,6,240,40,0.141109615300401
"rel_downstream_deployer","2022","high_date","car_mm_spy_0_10",-0.0251124111886702,0.000733579834391701,4.38426379180128e-58,10209,104,1,23,23,4.99806072265346e-56
"rel_downstream_deployer","2023","high_date","car_mm_spy_0_10",-0.0108491171223082,0.00551538431291396,0.0518656424142113,10209,104,7,165,24,0.0882490035107476
"rel_downstream_deployer","2024","high_date","car_mm_spy_0_10",0.00226381315368254,0.00318764400219249,0.479195003911495,10209,104,42,1008,24,0.557430922917454
"rel_downstream_deployer","2025","high_date","car_mm_spy_0_10",-0.00936391976671733,0.00343376397936011,0.00751384378135011,10209,104,48,1152,24,0.0203947188350932
"rel_downstream_deployer","2026","high_date","car_mm_spy_0_10",-0.0193918712026549,0.00405312158698584,5.74242729226536e-06,10209,104,6,144,24,5.95124283016592e-05
"rel_downstream_integrator","2022","high_date","car_mm_spy_0_10",0.00665336114967453,0.00171608634905984,0.000186364723959389,10209,104,1,16,16,0.00163427527164387
"rel_downstream_integrator","2023","high_date","car_mm_spy_0_10",-0.0148719451032525,0.0125444204931016,0.238530872399607,10209,104,7,112,16,0.367466479102097
"rel_downstream_integrator","2024","high_date","car_mm_spy_0_10",0.00792348255608529,0.00588493390276647,0.181128658578686,10209,104,42,670,16,0.332040131446756
"rel_downstream_integrator","2025","high_date","car_mm_spy_0_10",-0.00440839882384303,0.00497567422633941,0.377686652256604,10209,104,48,767,16,0.506544451261799
"rel_downstream_integrator","2026","high_date","car_mm_spy_0_10",-0.0444523937839971,0.0388778701262668,0.255529092551066,10209,104,6,96,16,0.38840422067762
"rel_competitor","2022","high_date","car_mm_spy_0_10",0.0142029390464273,0.00235411947150658,2.55059908900395e-08,10209,104,1,7,7,1.45384148073225e-06
"rel_competitor","2023","high_date","car_mm_spy_0_10",0.0167255564969791,0.0119048036183516,0.163047354695886,10209,104,7,42,7,0.258158311601819
"rel_competitor","2024","high_date","car_mm_spy_0_10",0.0101458588955711,0.00539766142002798,0.0629783337616795,10209,104,42,252,7,0.179103334539915
"rel_competitor","2025","high_date","car_mm_spy_0_10",0.0075211919386399,0.00454397971826039,0.100928056001724,10209,104,48,286,7,0.195013531935534
"rel_competitor","2026","high_date","car_mm_spy_0_10",-0.0250554369695408,0.0201760829528771,0.217116490451601,10209,104,6,36,7,0.271992086939369
"platform_bigtech","2022","high_date","car_mm_spy_0_10",0.0146212382703987,0.00245043833269041,3.45355932502274e-08,10209,104,1,7,7,1.96852881526296e-06
"platform_bigtech","2023","high_date","car_mm_spy_0_10",0.0215404774474632,0.0127143062626159,0.0932505939272644,10209,104,7,48,8,0.292883624322902
"platform_bigtech","2024","high_date","car_mm_spy_0_10",0.0112159183837837,0.00518995400239558,0.0330062389751703,10209,104,42,278,8,0.218554621048209
"platform_bigtech","2025","high_date","car_mm_spy_0_10",0.00519798301368522,0.00508568910514965,0.309137456914031,10209,104,48,359,10,0.503452429831422
"platform_bigtech","2026","high_date","car_mm_spy_0_10",-0.00925346521624495,0.0161635156725124,0.568237001196037,10209,104,6,51,10,0.771178787337479
"rel_upstream_hardware","2022","high_date","car_mm_spy_0_15",0.00244103167852976,0.00068587314850653,0.000564685386546947,10209,104,1,20,20,0.00265337836533402
"rel_upstream_hardware","2023","high_date","car_mm_spy_0_15",0.018877532131941,0.0194757733955522,0.334674699049047,10209,104,7,140,20,0.40481845736388
"rel_upstream_hardware","2024","high_date","car_mm_spy_0_15",-0.0103336711919125,0.00945221404620187,0.27683258178264,10209,104,42,891,22,0.355119281333268
"rel_upstream_hardware","2025","high_date","car_mm_spy_0_15",0.0202849166382834,0.00623649960439577,0.00154652333049792,10209,104,48,1071,23,0.00587678865589209
"rel_upstream_hardware","2026","high_date","car_mm_spy_0_15",0.0521094975179837,0.0167667976230079,0.00243577664930566,10209,104,6,138,23,0.00867745431315142
"upstream_any","2022","high_date","car_mm_spy_0_15",0.00268532996071721,0.000853296126224166,0.0021573829314285,10209,104,1,24,24,0.00765326611753137
"upstream_any","2023","high_date","car_mm_spy_0_15",0.0267211785246777,0.0170319136471899,0.119740961471011,10209,104,7,168,24,0.197832892865149
"upstream_any","2024","high_date","car_mm_spy_0_15",-0.00666649017490307,0.00879400068438156,0.450138592178033,10209,104,42,1059,26,0.518341409174705
"upstream_any","2025","high_date","car_mm_spy_0_15",0.0192800181699855,0.00650381432961497,0.00376797605158269,10209,104,48,1300,29,0.0119319241633452
"upstream_any","2026","high_date","car_mm_spy_0_15",0.0414923811945792,0.0154507676285818,0.00844377043027159,10209,104,6,174,29,0.024064745726274
"strategic_any","2022","high_date","car_mm_spy_0_15",0.0102715716090499,0.00111899760298459,4.93512452184e-15,10209,104,1,27,27,5.6260419548976e-14
"strategic_any","2023","high_date","car_mm_spy_0_15",0.0273889428090176,0.0168477711683696,0.107075507600208,10209,104,7,187,27,0.179508939212113
"strategic_any","2024","high_date","car_mm_spy_0_15",-0.00494363855391876,0.00830551257911033,0.552999411949564,10209,104,42,1164,29,0.60617243232933
"strategic_any","2025","high_date","car_mm_spy_0_15",0.0186235613438888,0.00604038838135403,0.00262861332020866,10209,104,48,1417,32,0.00908066419708447
"strategic_any","2026","high_date","car_mm_spy_0_15",0.0378084005152774,0.0162200979176508,0.0217036907503153,10209,104,6,188,32,0.0515462655319988
"downstream_any","2022","high_date","car_mm_spy_0_15",-0.0123828623294318,0.00157334977673035,3.70633264317303e-12,10209,104,1,39,39,7.04203202202876e-11
"downstream_any","2023","high_date","car_mm_spy_0_15",-0.0231219826995686,0.00738989042996583,0.00228261869723331,10209,104,7,277,40,0.00542121940592911
"downstream_any","2024","high_date","car_mm_spy_0_15",0.00820167545766162,0.00650339314888194,0.210108157780743,10209,104,42,1678,40,0.249503437364632
"downstream_any","2025","high_date","car_mm_spy_0_15",-0.0105023448798786,0.00421539755106073,0.0143196198685806,10209,104,48,1919,40,0.0281454597416929
"downstream_any","2026","high_date","car_mm_spy_0_15",-0.038236736560867,0.0220160501381224,0.0854180685354494,10209,104,6,240,40,0.132445907193145
"rel_downstream_deployer","2022","high_date","car_mm_spy_0_15",-0.021201370846442,0.000813506591235903,3.79656976803433e-47,10209,104,1,23,23,2.16404476777957e-45
"rel_downstream_deployer","2023","high_date","car_mm_spy_0_15",-0.0212254757228477,0.00689147769728828,0.0026546851100637,10209,104,7,165,24,0.00840650284853504
"rel_downstream_deployer","2024","high_date","car_mm_spy_0_15",0.00157726758719128,0.00359211523641137,0.661514934162368,10209,104,42,1008,24,0.698265763838055
"rel_downstream_deployer","2025","high_date","car_mm_spy_0_15",-0.00783822622116377,0.00338113527946986,0.0224135914457297,10209,104,48,1152,24,0.0448271828914595
"rel_downstream_deployer","2026","high_date","car_mm_spy_0_15",-0.0231886265748241,0.00478211801534289,4.41025702498427e-06,10209,104,6,144,24,5.02769300848207e-05
"rel_downstream_integrator","2022","high_date","car_mm_spy_0_15",0.00654826148180702,0.00194490411006875,0.00106975607149925,10209,104,1,16,16,0.00762201200943219
"rel_downstream_integrator","2023","high_date","car_mm_spy_0_15",-0.0118989815888371,0.0166606835078441,0.476721836065113,10209,104,7,112,16,0.60384765901581
"rel_downstream_integrator","2024","high_date","car_mm_spy_0_15",0.0122990100170138,0.00808411937458488,0.131228856052148,10209,104,42,670,16,0.29130384924588
"rel_downstream_integrator","2025","high_date","car_mm_spy_0_15",-0.00806130184849457,0.00533991689008163,0.134199342033734,10209,104,48,767,16,0.29130384924588
"rel_downstream_integrator","2026","high_date","car_mm_spy_0_15",-0.0368345507788943,0.0384503343126535,0.340317407345176,10209,104,6,96,16,0.476266570723133
"rel_competitor","2022","high_date","car_mm_spy_0_15",0.0235987457994727,0.00282805854693939,3.42955517949075e-13,10209,104,1,7,7,3.90969290461945e-11
"rel_competitor","2023","high_date","car_mm_spy_0_15",0.0351697024819126,0.0138484771120225,0.0125916818362276,10209,104,7,42,7,0.119620977444162
"rel_competitor","2024","high_date","car_mm_spy_0_15",0.0106082658170484,0.00614867856726118,0.0874739902305577,10209,104,42,252,7,0.184667312708955
"rel_competitor","2025","high_date","car_mm_spy_0_15",0.00741658424649566,0.0055654704772229,0.185601414365804,10209,104,48,286,7,0.26526281457067
"rel_competitor","2026","high_date","car_mm_spy_0_15",-0.0317251218698957,0.0245532871758367,0.199216564633069,10209,104,6,36,7,0.26526281457067
"platform_bigtech","2022","high_date","car_mm_spy_0_15",0.0234282313982259,0.00279159816139199,2.6926869862835e-13,10209,104,1,7,7,3.06966316436319e-11
"platform_bigtech","2023","high_date","car_mm_spy_0_15",0.0348131078480985,0.0146629217809783,0.0194382340055366,10209,104,7,48,8,0.201450788784652
"platform_bigtech","2024","high_date","car_mm_spy_0_15",0.0110803181470232,0.00594161957477671,0.0650471208036128,10209,104,42,278,8,0.285206606600456
"platform_bigtech","2025","high_date","car_mm_spy_0_15",0.00236386651489189,0.00569729560932772,0.679070532959947,10209,104,48,359,10,0.850703744587187
"platform_bigtech","2026","high_date","car_mm_spy_0_15",-0.0165708806075512,0.0223532005624814,0.460186147589639,10209,104,6,51,10,0.672579754169473
"rel_upstream_hardware","2022","high_date","car_mm_spy_0_20",0.0334834974944093,0.00080535500375333,3.40798978790771e-66,10209,104,1,20,20,1.29503611940493e-64
"rel_upstream_hardware","2023","high_date","car_mm_spy_0_20",0.0189867812641815,0.0173821201383794,0.277242245953166,10209,104,7,140,20,0.355119281333268
"rel_upstream_hardware","2024","high_date","car_mm_spy_0_20",-0.0141064052203257,0.011729452138408,0.231869810925405,10209,104,42,891,22,0.308540922970413
"rel_upstream_hardware","2025","high_date","car_mm_spy_0_20",0.0243097773463711,0.00701671892571878,0.00077539042031622,10209,104,48,1071,23,0.00339978876600189
"rel_upstream_hardware","2026","high_date","car_mm_spy_0_20",0.0554421122122331,0.0363149043107448,0.129899632028662,10209,104,6,138,23,0.22102325449653
"upstream_any","2022","high_date","car_mm_spy_0_20",0.0218304189090698,0.000907404887645434,4.54328369059696e-44,10209,104,1,24,24,2.58967170364027e-42
"upstream_any","2023","high_date","car_mm_spy_0_20",0.0278937301651129,0.0146798057069607,0.0602108375174872,10209,104,7,168,24,0.118345439258509
"upstream_any","2024","high_date","car_mm_spy_0_20",-0.00950550552879226,0.0110024085026131,0.389624084790777,10209,104,42,1059,26,0.462678600689048
"upstream_any","2025","high_date","car_mm_spy_0_20",0.0234144471282142,0.00737733417487204,0.00198385546386574,10209,104,48,1300,29,0.00753865076268983
"upstream_any","2026","high_date","car_mm_spy_0_20",0.0470809533007325,0.0378486120260543,0.21634953519958,10209,104,6,174,29,0.308298087659402
"strategic_any","2022","high_date","car_mm_spy_0_20",0.0279356952042756,0.00121344199647496,2.09333488906983e-42,10209,104,1,27,27,7.95467257846537e-41
"strategic_any","2023","high_date","car_mm_spy_0_20",0.0274282345007636,0.0145741559459651,0.0626619870856188,10209,104,7,187,27,0.123163215995871
"strategic_any","2024","high_date","car_mm_spy_0_20",-0.00817858458416089,0.0104816631744333,0.437018210263457,10209,104,42,1164,29,0.508368122143205
"strategic_any","2025","high_date","car_mm_spy_0_20",0.0234284865290272,0.00681300740759536,0.000844593581760486,10209,104,48,1417,32,0.00311322481624585
"strategic_any","2026","high_date","car_mm_spy_0_20",0.0443136208244413,0.0373475890026917,0.238147045000392,10209,104,6,188,32,0.339967384206949
"downstream_any","2022","high_date","car_mm_spy_0_20",-0.0333457391874415,0.00168050090041017,5.68300136810734e-37,10209,104,1,39,39,6.47862155964236e-35
"downstream_any","2023","high_date","car_mm_spy_0_20",-0.030552719324294,0.00565643514195699,4.27431129870154e-07,10209,104,7,277,40,5.41412764502195e-06
"downstream_any","2024","high_date","car_mm_spy_0_20",0.00828698374629512,0.0072224096344568,0.253875038942929,10209,104,42,1678,40,0.292340953934282
"downstream_any","2025","high_date","car_mm_spy_0_20",-0.0119249595654355,0.00477275195206641,0.0140513927162111,10209,104,48,1919,40,0.0281027854324221
"downstream_any","2026","high_date","car_mm_spy_0_20",-0.0303885780593755,0.0357914942554356,0.397825455268218,10209,104,6,240,40,0.436077902890162
"rel_downstream_deployer","2022","high_date","car_mm_spy_0_20",0.00150972151804294,0.000851291669774671,0.0791100726281209,10209,104,1,23,23,0.130703598255156
"rel_downstream_deployer","2023","high_date","car_mm_spy_0_20",-0.0247605200898681,0.00711954744468386,0.000741859836486991,10209,104,7,165,24,0.00302042933426846
"rel_downstream_deployer","2024","high_date","car_mm_spy_0_20",0.00242131674740873,0.00405806338048286,0.552038243485097,10209,104,42,1008,24,0.620487023834388
"rel_downstream_deployer","2025","high_date","car_mm_spy_0_20",-0.00689968518630037,0.00368220804259919,0.0637938239292004,10209,104,48,1152,24,0.106948469528365
"rel_downstream_deployer","2026","high_date","car_mm_spy_0_20",-0.0293769205901088,0.00951920842945697,0.00260532616388455,10209,104,6,144,24,0.00840650284853504
"rel_downstream_integrator","2022","high_date","car_mm_spy_0_20",-0.0595545359847238,0.00214054894515114,1.03738081456353e-49,10209,104,1,16,16,1.18261412860242e-47
"rel_downstream_integrator","2023","high_date","car_mm_spy_0_20",-0.0203018557251436,0.016970033326067,0.234312219136652,10209,104,7,112,16,0.367466479102097
"rel_downstream_integrator","2024","high_date","car_mm_spy_0_20",0.0110614478472074,0.0085259249910586,0.197395459456949,10209,104,42,670,16,0.346201267355265
"rel_downstream_integrator","2025","high_date","car_mm_spy_0_20",-0.0120801882002247,0.00566116859782506,0.0352273933987287,10209,104,48,767,16,0.124464044600027
"rel_downstream_integrator","2026","high_date","car_mm_spy_0_20",-0.0145115585319783,0.0543575553932609,0.790029971741013,10209,104,6,96,16,0.841714175499771
"rel_competitor","2022","high_date","car_mm_spy_0_20",0.00124479662000474,0.00342536378552925,0.71704666101207,10209,104,1,7,7,0.723392206684743
"rel_competitor","2023","high_date","car_mm_spy_0_20",0.0371936806210094,0.0139003390252857,0.00867579647918722,10209,104,7,42,7,0.089912799875213
"rel_competitor","2024","high_date","car_mm_spy_0_20",0.0105303872123757,0.00677042988773973,0.122930176036674,10209,104,42,252,7,0.214561771443471
"rel_competitor","2025","high_date","car_mm_spy_0_20",0.0144866572706773,0.00736735116083061,0.051951406165966,10209,104,48,286,7,0.179103334539915
"rel_competitor","2026","high_date","car_mm_spy_0_20",-0.0180487631575281,0.0226601021603432,0.427573751667456,10209,104,6,36,7,0.459843468774434
"platform_bigtech","2022","high_date","car_mm_spy_0_20",0.000544673042485982,0.00337654085910979,0.872164479674474,10209,104,1,7,7,0.922208635592566
"platform_bigtech","2023","high_date","car_mm_spy_0_20",0.0339375662293196,0.0137361658106564,0.015127091388567,10209,104,7,48,8,0.172448841829663
"platform_bigtech","2024","high_date","car_mm_spy_0_20",0.0110485366361159,0.00639518960183999,0.0870513942058313,10209,104,42,278,8,0.292883624322902
"platform_bigtech","2025","high_date","car_mm_spy_0_20",0.00550780825208345,0.00677606267352784,0.418188573138688,10209,104,48,359,10,0.63338257355925
"platform_bigtech","2026","high_date","car_mm_spy_0_20",-0.00586665753451618,0.0226429733005492,0.796079853947523,10209,104,6,51,10,0.902587430295559
"rel_upstream_hardware","2022","high_date","car_ff3_0_20",0.0314299189369137,0.000742324036614159,5.79081896642614e-67,10209,104,1,20,20,3.3007668108629e-65
"rel_upstream_hardware","2023","high_date","car_ff3_0_20",0.0248840062730924,0.0169372199744126,0.144828808644916,10209,104,7,140,20,0.235864059793149
"rel_upstream_hardware","2024","high_date","car_ff3_0_20",-0.0167776904243956,0.011359455785718,0.142732021366503,10209,104,42,891,22,0.235818122257701
"rel_upstream_hardware","2025","high_date","car_ff3_0_20",0.0271383205415618,0.00715500646690694,0.00025138930536757,10209,104,48,1071,23,0.00143291904059515
"rel_upstream_hardware","2026","high_date","car_ff3_0_20",0.0558152537942973,0.0400144672591563,0.166053792224347,10209,104,6,138,23,0.24908068833652
"upstream_any","2022","high_date","car_ff3_0_20",0.0207653549590171,0.000897911364532091,1.41547947768395e-42,10209,104,1,24,24,5.37882201519902e-41
"upstream_any","2023","high_date","car_ff3_0_20",0.0356656311897136,0.0152338545117063,0.0211469713627685,10209,104,7,168,24,0.0502401831243978
"upstream_any","2024","high_date","car_ff3_0_20",-0.0120727725551957,0.0105226666294054,0.253911067832866,10209,104,42,1059,26,0.343177902199759
"upstream_any","2025","high_date","car_ff3_0_20",0.0265625854045643,0.00723249591368665,0.000382701611087523,10209,104,48,1300,29,0.00218139918319888
"upstream_any","2026","high_date","car_ff3_0_20",0.0472219900589754,0.0429622511780099,0.274264850646694,10209,104,6,174,29,0.359381528433599
"strategic_any","2022","high_date","car_ff3_0_20",0.0279037209545061,0.00120219807229241,1.03299369291837e-42,10209,104,1,27,27,5.88806404963474e-41
"strategic_any","2023","high_date","car_ff3_0_20",0.0357675160636734,0.0153439309019101,0.0216985851575086,10209,104,7,187,27,0.0515462655319988
"strategic_any","2024","high_date","car_ff3_0_20",-0.0109151517145438,0.00984202614656807,0.269997837356853,10209,104,42,1164,29,0.370840403116642
"strategic_any","2025","high_date","car_ff3_0_20",0.0265631391688494,0.00675559037438977,0.000152917727262247,10209,104,48,1417,32,0.000792391859449824
"strategic_any","2026","high_date","car_ff3_0_20",0.0446052970784242,0.0423464389610599,0.294648886685708,10209,104,6,188,32,0.390581082350822
"downstream_any","2022","high_date","car_ff3_0_20",-0.0214368378666785,0.00145998762996158,5.27435797662774e-27,10209,104,1,39,39,1.50319202333891e-25
